Number	Gender	GivenName	Surname	StreetAddress	City	ZipCode	EmailAddress	TelephoneNumber	Age	Color	Occupation	Company	Vehicle	Domain	BloodType	Kilograms	Centimeters	Birthday
1581	female	Dóra	Hrafnkelsdóttir	Hraunás 2	Hellissandur	360	DoraHrafnkelsdottir@dayrep.com	423 3916	76	Purple	Manpower development advisor	Scotty's Builders Supply	2005 Lincoln Aviator	Shror.is	O+	74.5	160	10/24/1942
1582	female	Sólborg	Hólmsteinsdóttir	Fitjabraut 69	Keflavík	230	SolborgHolmsteinsdottir@jourrapide.com	429 5273	22	Orange	Worker compensation coordinator	Wealth Zone Group	1995 Volvo 960	LyricHub.is	A+	47.8	168	1/5/1997
1583	male	Haraldur	Ingvason	Armúli 84	Reykjavík	130	HaraldurIngvason@gustr.com	434 7675	59	Blue	Occupational health and safety specialist	Office Warehouse	1999 BMW 323	MemorabiliaSpot.is	B-	106.9	175	9/17/1960
1584	male	Friðfinnur	Fróðason	Kringlan 13	Reykjavík	107	FridfinnurFrodason@dayrep.com	486 1741	50	Blue	Landlord	Belle Ladi	2001 Subaru Outback	VitaminMakeup.is	O+	83.8	184	8/14/1969
1585	female	Guðrún	Valgeirsdóttir	Aðalstræti 30	Stokkseyri	825	GudrunValgeirsdottir@einrot.com	411 4886	72	Green	Decommissioning and decontamination (D&D) worker	Master Builder Design Services	2009 Chevrolet Tahoe	GoldfishManual.is	A+	66.0	155	5/17/1947
1586	female	Sara	Ingólfsdóttir	Kringlan 46	Reykjavík	107	SaraIngolfsdottir@rhyta.com	457 3590	46	Orange	Transmission technician	Bombay Company	1999 Rolls-Royce Silver Spur	TwistedFan.is	O+	53.5	165	2/6/1973
1587	female	Hrefna	Örlygsdóttir	Eyrarodda 71	Flateyri	425	HrefnaOrlygsdottir@gustr.com	420 7288	80	Purple	Land agent	Old America Stores	2007 Daihatsu Trevis	MovieLocks.is	O+	65.8	152	5/5/1939
1588	female	Jensína	Valgeirsdóttir	Grýtubakki 24	Vík	871	JensinaValgeirsdottir@gustr.com	416 4161	73	Blue	Billing and posting machine operator	Mode O'Day	2009 Jaguar XJ	RugTypes.is	B+	58.7	167	3/10/1946
1589	female	Jóney	Ívarsdóttir	Geislagata 50	Hofsós	565	JoneyIvarsdottir@gustr.com	466 1469	62	Blue	Ground controller	Children's Palace	2004 Alfa Romeo 166	NewspaperLand.is	B+	62.9	167	3/3/1957
1590	male	Vilbergur	Frímannsson	Vogaland 89	Djúpivogur	765	VilbergurFrimannsson@armyspy.com	421 0774	19	Blue	Activity specialist	DGS HomeSource	1993 Acura Integra	PublicityHelper.is	O+	59.8	175	1/27/2000
1591	female	Þórunn	Traustadóttir	Breidamork 55	Hveragerði	810	THorunnTraustadottir@armyspy.com	445 8364	78	Black	Bartender helper	Strawberries	2009 Fiat Grande Punto	RateLounge.is	O+	85.9	159	10/16/1940
1592	female	Ástríður	Ellertsdóttir	Skólastígur 18	Raufarhöfn	675	AstridurEllertsdottir@jourrapide.com	433 5927	34	Green	Geriatric nurse	Littler's	1996 Renault Safrane	BloggingList.is	O+	86.5	154	11/5/1984
1593	male	Engilbert	Stephansson	Kaupangsstræti 28	Þorlákshöfn	815	EngilbertStephansson@teleworm.us	481 8870	58	Blue	Mapping technician	York Steak House	2000 Samsung SM5	RegionalTalk.is	A+	91.2	176	3/24/1961
1594	female	Einara	Kristinsdóttir	Reykjarhóli 56	Fljót	570	EinaraKristinsdottir@teleworm.us	453 6383	84	Red	Trauma nurse	Benesome	2000 Honda Capa	CashEmployee.is	O+	83.6	159	8/26/1935
1595	male	Svanbjörn	Þorbjarnarson	Hlégerði 15	Hnífsdalur	410	SvanbjornTHorbjarnarson@einrot.com	419 5162	44	Blue	Internal auditor	Envirotecture Design	2004 Subaru Legacy	CommerceRating.is	B+	78.2	189	2/2/1975
1596	male	Guðfinnur	Jörundsson	Hverfisgata 73	Selfoss	801	GudfinnurJorundsson@rhyta.com	425 3999	19	White	Auditing clerk	L' Fish	2000 Ford Escort	NetworkCoder.is	O-	68.6	176	1/7/2000
1597	male	Marko	Sævarsson	Byggðavegur 49	Stykkishólmur	340	MarkoSaevarsson@cuvox.de	487 6280	48	Silver	CAD operator	Weathervane	2000 Venturi Atlantique	GreaterNation.is	O+	112.5	184	7/8/1971
1598	female	Karlotta	Guðbrandsdóttir	Sunnubraut 54	Búðardalur	371	KarlottaGudbrandsdottir@jourrapide.com	446 8242	84	Purple	Termite control technician	Sun Television and Appliances	2002 Ferrari 456M	VoiceTower.is	B+	69.2	160	5/19/1935
1599	female	Ragna	Atladóttir	Thingholtsstraeti 68	Reykjavík	108	RagnaAtladottir@teleworm.us	440 0067	38	Red	Telecommunications equipment repairer	Gold Leaf Garden Management	2012 BMW 528	BondShow.is	A+	69.3	169	6/2/1981
1600	female	Aðalheiður	Aðalbjörnsdóttir	Hlégerði 22	Hnífsdalur	410	AdalheidurAdalbjornsdottir@fleckens.hu	428 7973	37	Black	Coil taper	E-zhe Source	2007 Saab 9-3	PresentEquity.is	O-	94.1	165	10/28/1981
1601	male	Svavar	Flosason	Sigtuni 50	Reykjavík	104	SvavarFlosason@teleworm.us	417 2267	54	Orange	Avionics technician	Courtesy Hardware Store	1995 Ford Probe	ToledoAutomobile.is	O+	111.4	171	12/17/1964
1602	female	Guðborg	Guðgeirsdóttir	Hverfisgata 80	Selfoss	801	GudborgGudgeirsdottir@gustr.com	428 3412	71	Green	Specification inspector	KB Toys	1995 Volkswagen Quantum	StorageCds.is	O-	86.2	162	10/10/1947
1603	female	Elna	Pálmadóttir	Gilsbakka 34	Bíldudalur	465	ElnaPalmadottir@einrot.com	486 4637	68	Blue	Groundskeeping worker	Desmonds Formal Wear	2015 Volvo S60	AirlineAlarm.is	B+	95.0	161	10/21/1950
1604	male	Garðar	Hallsteinsson	Fjolnisgata 80	Akureyri	600	GardarHallsteinsson@fleckens.hu	415 8694	85	Blue	Talking-books clerk	K's Merchandise	2006 Jeep Liberty	CampCuts.is	A+	60.8	182	2/16/1934
1605	male	Torfi	Búason	Midhraun 95	Garðabær	210	TorfiBuason@dayrep.com	467 4492	66	Blue	Foot specialist	Ernst Home Centers	1992 Buick Century	VerifiedOwners.is	A+	82.5	178	3/15/1953
1606	female	Bríet	Sigmundsdóttir	Tungata 51	Höfn	781	BrietSigmundsdottir@cuvox.de	418 7574	74	Red	Ratings analyst	Fedco	1998 Volvo C70	CanineCocktail.is	O+	76.6	171	4/25/1945
1607	male	Björgvin	Árnþórsson	Melum 95	Finnbogastaðir	523	BjorgvinArnthorsson@superrito.com	461 1709	36	Green	Keypunch operator	Golden Joy	1998 Chrysler Chronos	VirginiaBeachSigns.is	A-	74.7	188	2/16/1983
1608	female	Magnþóra	Örlygsdóttir	Stórholt 35	Kjörvogur	522	MagnthoraOrlygsdottir@armyspy.com	425 9402	56	Purple	Library technician	Red Robin Stores	2002 Lancia Zeta	NetworkCruise.is	O+	78.8	153	8/30/1963
1609	female	Kristíana	Hallmundsdóttir	Klausturvegi 65	Hvolsföllur	860	KristianaHallmundsdottir@superrito.com	451 6915	38	Blue	College counselor	Newmark & Lewis	2012 Volvo XC60	SkunkAlert.is	O+	69.2	174	5/11/1981
1610	male	Þórhallur	Rósmundsson	Kringlan 86	Reykjavík	107	THorhallurRosmundsson@fleckens.hu	453 2535	72	Black	Crushing grinding and polishing machine setter	Stratapro	2009 Lexus LS	SundayRush.is	A+	84.2	179	6/1/1947
1611	male	Haraldur	Hlöðvarsson	Kaupangsstræti 26	Þorlákshöfn	815	HaraldurHlodvarsson@cuvox.de	410 9920	49	Green	Geriatric nurse	Noodle Kidoodle	1993 Mercury Tracer	ERSurgeon.is	O+	102.5	185	9/22/1969
1612	male	Bergþór	Flosason	Thingvallastraeti 44	Akureyri	601	BergthorFlosason@einrot.com	464 4963	22	Black	Bibliographer	Total Yard Maintenance	2004 Mercedes-Benz SLR McLaren	LawsuitAid.is	O+	72.5	182	5/3/1997
1613	female	Kristinn	Örlygsdóttir	Djúpivogur 83	Hafnir	233	KristinnOrlygsdottir@dayrep.com	424 6844	19	Blue	Administrative support manager	Solution Answers	2007 Kia Picanto	GoldPromos.is	O-	53.2	165	11/11/1999
1614	female	Ásthildur	Hauksdóttir	Byggðavegur 27	Stykkishólmur	340	AsthildurHauksdottir@jourrapide.com	478 7708	25	Blue	Mental health social worker	Better Business Ideas and Services	1999 Audi A2	WelshBlog.is	A+	98.3	174	5/9/1994
1615	female	Valborg	Indriðadóttir	Bjarnarbraut 88	Norðurfjörður	524	ValborgIndridadottir@cuvox.de	420 2536	71	Purple	Guitar repairer	The Flying Bear	2000 Daewoo Leganza	HoroscopeBlogs.is	A+	56.4	161	3/31/1948
1616	male	Jakob	Kristjánsson	Thingvallastraeti 49	Akureyri	601	JakobKristjansson@dayrep.com	477 2668	62	Blue	Nursery worker	Janeville	2006 Hyundai Trajet	BlogSanctuary.is	O-	93.7	180	11/11/1956
1617	male	Kolbeinn	Yngvason	Hverfisgata 55	Selfoss	801	KolbeinnYngvason@rhyta.com	480 5314	26	Blue	ATF agent	Children's Palace	2006 Seat Cordoba	eFlirtation.is	A+	77.3	182	7/18/1993
1618	male	Dagur	Marselíusarson	Túnbraut 60	Reykjavík	123	DagurMarseliusarson@superrito.com	454 0009	26	Blue	Cable splicer	Little Folk Shops	2005 BMW 316	AntiquesInvestors.is	A+	63.3	169	7/29/1993
1619	male	Eðvald	Maríasson	Ránargata 1	Kópasker	670	EdvaldMariasson@teleworm.us	478 4181	62	Red	Help-desk technician	Roberd's	1992 Lexus LS	FraternityNetwork.is	O+	64.5	165	6/11/1957
1620	female	Sigþóra	Snorradóttir	Gerðuberg 30	Grímsey	611	SigthoraSnorradottir@cuvox.de	436 7075	69	Red	Fiscal and policy analyst	Piece Goods Fabric	2005 Mazda MX-5 Miata	SyncForum.is	A+	51.5	161	1/26/1950
1621	female	Álfhildur	Kristbjörnsdóttir	Drangahrauni 71	Kópavogur	202	AlfhildurKristbjornsdottir@fleckens.hu	432 6888	55	Black	Railroad conductor	A+ Investments	2002 Mercedes-Benz C	InstallPoker.is	O+	79.5	166	6/21/1964
1622	male	Bergvin	Flosason	Sorlaskeid 83	Hafnafjörður	220	BergvinFlosason@armyspy.com	419 7051	21	Green	Extruding and drawing machine operators	Opticomp	2000 Land Rover Range Rover	MarketingNovelties.is	O+	78.0	185	9/3/1998
1623	female	Elísa	Grímsdóttir	Klettsbúð 28	Reykjavík	128	ElisaGrimsdottir@rhyta.com	460 6516	48	Blue	Aircraft pilot	Omni Tech Solutions	2010 Citroen C-Crosser	ReportFilter.is	A+	82.2	157	1/7/1971
1624	female	Jóna	Guðjónsdóttir	Hnjúkabyggð 39	Reykjavík	121	JonaGudjonsdottir@rhyta.com	418 6981	52	Purple	Air Force	Furrow's	2006 Toyota Previa	FindersBonus.is	B+	96.5	165	11/21/1966
1625	male	Sigurkarl	Valdemarsson	Þjónustusvæði 42	Borgarfjörður	720	SigurkarlValdemarsson@fleckens.hu	460 5801	44	Silver	Metal pourer	Frank's Nursery & Crafts	2015 Dodge SRT Viper	SeeTennis.is	O+	70.1	184	9/23/1974
1626	female	Lena	Sigurðardóttir	Skolavordustig 57	Reykjavík	132	LenaSigurdardottir@rhyta.com	476 5549	83	Purple	Print binding and finishing worker	Prospa-Pal	2005 Porsche 996	MoldSearch.is	B-	52.8	151	3/22/1936
1627	female	Emma	Kristjánsdóttir	Aðalstræti 88	Stokkseyri	825	EmmaKristjansdottir@gustr.com	410 2535	83	Red	Dental technician	Play Town	2009 Nissan 370Z	StellarBlogs.is	AB+	63.2	162	3/27/1936
1628	male	Mikael	Arnarson	Borgarbraut 25	Mjóifjörður	715	MikaelArnarson@rhyta.com	460 1322	71	Blue	Medical laboratory technologist	Wilson's Jewelers	2003 SsangYong Chairman H	BingoPublishing.is	AB+	87.6	166	12/7/1947
1629	female	Freyja	Ragnarsdóttir	Borgartuni 40	Reykjavík	131	FreyjaRagnarsdottir@teleworm.us	424 8205	51	Blue	Rooms manager	Play Town	2001 Daihatsu Move	PilotPositions.is	O+	97.4	171	3/2/1968
1630	female	Rósa	Grímsdóttir	Borgarbraut 45	Mjóifjörður	715	RosaGrimsdottir@rhyta.com	415 1155	67	Orange	Geropsychologist	Mansmann's Department Store	2005 BMW M3	ResumePhotos.is	A+	73.3	163	10/1/1951
1631	female	Gabriela	Baldvinsdóttir	Nesvegi 25	Hvolsföllur	861	GabrielaBaldvinsdottir@dayrep.com	443 6942	69	Red	Buyer	Today's Man	2005 Daihatsu Atrai	CleaningFeet.is	O+	83.1	156	12/11/1949
1632	male	Adam	Hallvarðsson	Árbraut 62	Blönduós	540	AdamHallvardsson@rhyta.com	423 8786	44	Blue	Executive housekeeper	Realty Depot	2008 Bentley Continental GT	AcademyParty.is	O+	65.8	176	2/28/1975
1633	male	Hjörleifur	Helguson	Alfaskeid 2	Hafnafjörður	222	HjorleifurHelguson@jourrapide.com	455 0055	33	Red	Gaming supervisor	Heilig-Meyers	2010 Mercedes-Benz GL	GeothermalForums.is	O+	95.8	169	6/3/1986
1634	female	Karen	Snorradóttir	Norðurbrún 1	Sauðarkrókur	551	KarenSnorradottir@cuvox.de	415 0735	36	Purple	Sports book runner	Brown Derby	2008 Volvo S60	StockVids.is	O+	102.9	163	3/15/1983
1635	male	Hólmar	Jósefsson	Höfðastígur 8	Bolungarvík	415	HolmarJosefsson@dayrep.com	433 2363	20	Blue	Voice writer	William Wanamaker & Sons	2007 Mercedes-Benz ML	ToyLending.is	A+	95.4	178	11/28/1998
1636	male	Hinrik	Sigurpálsson	Hnjúkabyggð 8	Reykjavík	121	HinrikSigurpalsson@gustr.com	431 6114	85	Blue	Job development specialist	Gold Touch	1996 Ginetta G34	DropQuote.is	B+	66.5	169	5/15/1934
1637	female	Linda	Skarphéðinsdóttir	Hverfisgata 36	Selfoss	801	LindaSkarphedinsdottir@dayrep.com	427 8233	33	Blue	Costume attendant	Beaver Lumber	2012 Subaru Impreza	TownModel.is	O+	92.7	171	1/31/1986
1638	female	Kristíana	Hrafnsdóttir	Ægissiða 57	Grenivík	610	KristianaHrafnsdottir@fleckens.hu	418 7173	75	Orange	Emergency and disaster response worker	Foreman & Clark	2002 Hyundai XG	ImmediateChecking.is	A+	63.1	171	3/28/1944
1639	female	Valborg	Óskarsdóttir	Höfðagata 82	Keflavíkurflugvöllur	235	ValborgOskarsdottir@cuvox.de	434 5213	71	Green	Word processor	Pacific Stereo	2010 Acura MDX	RotaryShow.is	O+	72.0	162	11/9/1947
1640	male	Frímann	Jósteinsson	Fagradalsbraut 16	Egilsstaðir	700	FrimannJosteinsson@cuvox.de	482 4102	23	Black	Geological technician	Enviro Architectural Designs	2015 Kia Optima Hybrid	BidVerify.is	A+	100.9	177	1/13/1996
1641	male	Hrafnkell	Marinósson	Klausturvegur 3	Ísafjörður	401	HrafnkellMarinosson@jourrapide.com	417 4097	61	Blue	Aircraft electronics technician	Hit or Miss	2005 Honda Z	CampWeekly.is	B+	88.2	183	12/18/1957
1642	male	Jónmundur	Arnkelsson	Klausturvegur 76	Ísafjörður	401	JonmundurArnkelsson@armyspy.com	451 8525	20	Black	Librarian	Franklin Simon	2005 Honda S2000	BackgroundBlog.is	A+	69.3	173	2/7/1999
1643	male	Hrafnkell	Þormóðsson	Skólastígur 52	Raufarhöfn	675	HrafnkellTHormodsson@armyspy.com	465 2678	80	Blue	Hostler	Lone Wolf Wealth Planning	2015 Honda Fit	IncredibleBikinis.is	B+	101.1	168	11/3/1938
1644	male	Eyþór	Ingimarsson	Hamarstígur 32	Siglufjörður	580	EythorIngimarsson@einrot.com	463 1474	34	Blue	Hairstylist	Showbiz Pizza Place	1997 Mitsubishi Space Wagon	PointOdds.is	A+	106.8	181	7/21/1985
1645	female	Ingveldur	Jakobsdóttir	Snorragata 24	Seltjarnarnes	172	IngveldurJakobsdottir@superrito.com	411 2503	39	Green	Long haul truck driver	Isaly's	2005 Hummer H2	HybridSets.is	O+	58.0	174	8/11/1980
1646	female	Þorstína	Hólmsteinsdóttir	Bjarnarbraut 20	Norðurfjörður	524	THorstinaHolmsteinsdottir@fleckens.hu	451 2313	72	Blue	Geological technician	Anthony's	2007 Toyota Tundra	GreenOpenings.is	B+	92.7	166	4/16/1947
1647	female	Rakel	Níelsdóttir	Eyrarlandsvegur 62	Tálknafjörður	460	RakelNielsdottir@jourrapide.com	476 4306	85	Brown	Information technology trainer	The Lawn Guru	2004 Seat Leon	ArtistsUniverse.is	B+	84.6	169	7/12/1934
1648	female	Guðjóna	Bryndísardóttir	Gardatorg 17	Garðabær	212	GudjonaBryndisardottir@cuvox.de	446 4186	38	Orange	Freight agent	Bombay Company	2004 Nissan Almera	CoupleCard.is	B+	80.5	163	6/30/1981
1649	female	Sigþóra	Ingadóttir	Hnjúkabyggð 90	Reykjavík	121	SigthoraIngadottir@rhyta.com	420 7962	52	Blue	Fiscal technician	Widdmann	1995 Chevrolet Monte Carlo	GamblingJudge.is	O+	53.3	161	12/6/1966
1650	male	Ingþór	Svafarsson	Hafnargata 16	Fáskrúðsfjörður	750	IngthorSvafarsson@superrito.com	433 4922	58	Blue	Securities analyst	Wellby	2008 Fiat Sedici	ToyAppraisers.is	B+	93.3	169	11/14/1960
1651	male	Runólfur	Arnmundsson	Þorsteinsgata 83	Neskaupstaður	740	RunolfurArnmundsson@teleworm.us	480 8710	65	Blue	Quality control inspector	A. L. Price	2005 TVR Cerbera	FindDrives.is	B+	71.1	168	2/16/1954
1652	female	Katrín	Kristbjörnsdóttir	Armúli 64	Reykjavík	130	KatrinKristbjornsdottir@armyspy.com	422 4727	44	Purple	Petroleum technician	Knockout Kickboxing	2009 Volvo V70	PowderSky.is	B+	52.4	173	7/6/1975
1653	female	Ruth	Björgvinsdóttir	Gardabraut 24	Garður	250	RuthBjorgvinsdottir@superrito.com	468 6897	59	White	Health information technician	Body Fate	2001 Volkswagen Bora	PizzaHeadquarters.is	O+	55.8	156	5/25/1960
1654	female	Dagný	Valgeirsdóttir	Hlégerði 22	Hnífsdalur	410	DagnyValgeirsdottir@teleworm.us	420 7931	82	Purple	Faller	Crazy Eddie	2006 BMW 550	LocalPartyPlanning.is	B-	88.9	159	5/29/1937
1655	female	Ástrós	Steindórsdóttir	Sudurlandsbraut 21	Reykjavík	105	AstrosSteindorsdottir@fleckens.hu	433 9916	42	Purple	Multimedia artist	Solid Future	2010 Suzuki Kizashi	CampGA.is	B+	57.5	165	7/22/1977
1656	female	Elva	Þorvarðardóttir	Ægissidu 12	Hallormsstaður	707	ElvaTHorvardardottir@rhyta.com	481 5603	41	Purple	Video editor	Just For Feet	2015 Mazda Mazda5	GuestJudge.is	O+	63.3	162	10/3/1977
1657	male	Stígur	Andersson	Árbraut 41	Blönduós	540	StigurAndersson@dayrep.com	413 3286	26	Blue	Time and attendance clerk	Maloley's Finer Foods	2001 Kia Shuma	MortgageCulture.is	A+	78.5	181	3/25/1993
1658	female	Dýrleif	Bragadóttir	Hverfisgata 52	Selfoss	801	DyrleifBragadottir@rhyta.com	469 2209	70	Blue	Forest and conservation technician	Oshman's	2007 Dodge Ram	DeveloperBeat.is	B+	67.9	151	12/6/1948
1659	female	Thelma	Hauksdóttir	Skolavordustig 30	Reykjavík	132	ThelmaHauksdottir@einrot.com	479 4513	33	Orange	Registrar	Deco Refreshments Inc.	2004 Kia Retona	VisitorRatings.is	A+	56.1	154	2/1/1986
1660	female	Þórheiður	Arnórsdóttir	Midvangur 84	Egilsstaðir	701	THorheidurArnorsdottir@dayrep.com	447 0504	64	Black	Support clerk	Crazy Eddie	2010 Ford Explorer	LivesLocal.is	O-	50.5	169	11/23/1954
1661	female	Petra	Bernódusdóttir	Hverfisgata 7	Selfoss	801	PetraBernodusdottir@fleckens.hu	481 4130	78	Purple	Meeting and convention planner	Sagebrush	2015 Cadillac Escalade	LazySprings.is	O+	81.5	155	12/30/1940
1662	female	Sonja	Indriðadóttir	Kirkjubraut 2	Laugar	650	SonjaIndridadottir@rhyta.com	461 7427	77	Blue	Producer	Sammy's Record Shack	2009 Ferrari 612	DigitalCakes.is	O+	66.4	169	9/9/1942
1663	female	Jónheiður	Sigmundsdóttir	Strandgata 65	Eskifjörður	735	JonheidurSigmundsdottir@armyspy.com	471 4831	39	Black	Research dietitian	Robert Hall	2011 Nissan Leaf	CoachCorporel.is	O+	60.9	161	7/13/1980
1664	male	Grímur	Símonarson	Alfaskeid 61	Hafnafjörður	222	GrimurSimonarson@fleckens.hu	472 0524	51	Blue	Crushing grinding and polishing machine setter	Sunny's Surplus	1997 Hyundai Satellite	InApartments.is	O+	66.7	172	5/22/1968
1665	female	Guðborg	Sigurvaldadóttir	Eikarlundur 38	Þórshöfn	680	GudborgSigurvaldadottir@fleckens.hu	424 7199	54	Purple	Lyricist	Express Merchant Service	1998 Hyundai Atos	LongKeywords.is	O+	85.0	174	10/13/1964
1666	female	Agnes	Böðvarsdóttir	Austurgata 20	Höfn	780	AgnesBodvarsdottir@dayrep.com	476 6737	44	Blue	Cleaning supervisor	Team Designers and Associates	1992 Citroen AX	PopupCam.is	O+	57.8	157	3/30/1975
1667	male	Ríkharður	Ákason	Ólafsbraut 45	Reykholt	320	RikhardurAkason@teleworm.us	426 0668	24	Blue	Companion	Omni Tech	2004 Seat Altea	CamIntegration.is	O+	59.8	169	9/25/1994
1668	male	Össur	Þorvarðarson	Merkigerði 82	Laugarvatn	840	OssurTHorvardarson@superrito.com	443 5300	31	Green	Paymaster	Jay Jacobs	1994 Vauxhall Tigra	SugarRoll.is	O-	89.7	180	3/4/1988
1669	male	Svanur	Jakobsson	Þrúðvangur 20	Hella	850	SvanurJakobsson@cuvox.de	478 9192	51	Blue	Paper coating machine operator	Huffman and Boyle	2004 Audi Allroad	MessageUpdates.is	O+	87.6	167	7/2/1968
1670	female	Þórdís	Bárudóttir	Gerðuberg 88	Grímsey	611	THordisBarudottir@armyspy.com	489 3141	44	Purple	Colorist	Blockbuster Music	2015 Nissan NV Passenger	TouristReservation.is	B+	51.8	161	6/30/1975
1671	female	Evlalía	Halldórsdóttir	Naustavegur 33	Vestmannaeyjar	900	EvlaliaHalldorsdottir@einrot.com	475 9673	83	Purple	Sketch artist	Adaptas	2011 Tata Sumo	NoveltyThings.is	O+	69.0	150	2/4/1936
1672	male	Áslákur	Guðbrandsson	Geislagata 7	Hofsós	565	AslakurGudbrandsson@jourrapide.com	478 4442	60	Blue	Receiving clerk	Dee's Drive-In	2009 Lancia Musa	HikingAuthority.is	O+	68.6	177	8/3/1959
1673	female	Evlalía	Gunnlaugsdóttir	Súluvegur 45	Þórshöfn	681	EvlaliaGunnlaugsdottir@dayrep.com	475 7815	82	Black	Organizational development consultant	J. B. Van Sciver	2001 Seat Inca Kombi	SearchReps.is	A-	74.5	170	10/18/1936
1674	female	Ísfold	Jóhannsdóttir	Hofsbót 60	Varmahlíð	560	IsfoldJohannsdottir@teleworm.us	415 6546	36	Yellow	Songwriter	Oshman's	1995 Nissan 100 NX	GlobalCosts.is	A+	78.8	167	6/22/1983
1675	male	Mikael	Adolfsson	Álfabyggð 86	Þingeyri	471	MikaelAdolfsson@superrito.com	484 8795	69	Silver	DTP operator	The Goose and Duck	2012 Toyota RAV4	CapitalTrip.is	O+	66.0	177	6/14/1950
1676	male	Marteinn	Guðfinnsson	Midhraun 6	Garðabær	210	MarteinnGudfinnsson@jourrapide.com	430 9381	47	Green	Pesticide handler	Packer	1998 Ford Falcon	KosherBreakfast.is	O+	86.7	183	1/28/1972
1677	female	Hróðný	Pálsdóttir	Klausturvegur 88	Ísafjörður	401	HrodnyPalsdottir@jourrapide.com	411 3178	80	Orange	Webmaster	Paul's Record Hut	2003 Proton Impian	GrowingWireless.is	B+	75.4	155	12/24/1938
1678	female	Fríða	Ingadóttir	Hafnarstraeti 64	Akureyri	603	FridaIngadottir@einrot.com	486 2982	47	Purple	Operations director	Pro Star	2000 Chrysler LHS	CookieSearch.is	A+	84.2	161	4/4/1972
1679	female	Eyrún	Matthíasdóttir	Heiðargerði 83	Akranes	300	EyrunMatthiasdottir@superrito.com	437 3978	70	Red	Information clerk	Crazy Tiger	2009 Kia Magentis	GameDayAccessories.is	O-	72.9	158	4/27/1949
1680	female	Ríkey	Ellertsdóttir	Ráðhústorg 96	Stöðvarfjörður	755	RikeyEllertsdottir@teleworm.us	454 9703	66	Purple	Personal banker	Hill-Behan	2010 Nissan Patrol	WetlessWash.is	B+	80.0	165	10/13/1952
1681	female	Sigurlaug	Örlygsdóttir	Gardatorg 85	Garðabær	212	SigurlaugOrlygsdottir@rhyta.com	456 0600	71	Blue	Broadcast field supervisor	Foxmoor	2015 Mercedes-Benz SLS AMG GT Final Edition	SuitTrends.is	A+	58.2	165	8/5/1948
1682	female	Þórhalla	Óladóttir	Austvaðsholti 94	Hella	851	THorhallaOladottir@superrito.com	488 4419	38	Orange	Child welfare social worker	Erlebacher's	2006 Nissan Bluebird	LoyaltyUs.is	AB-	55.6	169	1/18/1981
1683	female	Jakobína	Þorgrímsdóttir	Fjolnisgata 62	Akureyri	600	JakobinaTHorgrimsdottir@teleworm.us	462 5333	19	Blue	Financial consultant	Bennett Brothers	2004 Honda Insight	BoulderZoo.is	A+	68.5	162	6/6/2000
